track_id,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams
7996425,"Arc��ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613
1111875,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350
0:00,10:35,"Ti��sto, Tate M",2,2022,11,1,4942,26,325592432
6083108,SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276
3143453,HAPPY,NF,1,2023,3,25,660,0,52722996
5615912,La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597
1214913,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503
2135563,Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613
5239763,Le�,Mar��lia Mendo,1,2022,12,9,993,4,267789608
5142009,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483
6107898,Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773
5763974,VOID,Melanie Martinez,1,2023,3,29,596,0,67070410
5402623,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601
3694791,Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509
4832204,If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767
3575524,You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306
7402588,LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549
6333549,Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700
5673293,Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705
5939675,Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774
5152397,CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144
8584244,I Love You So,The Walters,1,2014,11,28,7536,7,972164968
1014962,Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682
7587856,Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338
6380084,The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785
2775772,Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767
6987709,Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992
8001796,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566
1035366,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764
2578085,Low,SZA,1,2022,12,9,1911,0,272377463
3049716,Numb,Linkin Park,1,2003,3,24,20111,5,1361425037
8246992,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242
3986213,on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790
2840055,One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433
5405010,Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336
3853127,Ain���t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109
2820265,Thinkin��� B,Morgan Wallen,1,2023,3,3,604,6,125917280
3895305,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254
3546129,Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148
4538543,Heaven,Niall Horan,1,2023,2,17,1553,2,144584800
5073649,LET GO,Central Cee,1,2022,12,15,2301,20,298063749
1824533,Sial,Mahalini,1,2023,1,23,134,4,166570053
2841488,I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468
7021208,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056
4967469,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294
2733163,PLAYA DEL INGL�,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663
3970396,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931
2853933,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389
1740150,Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415
3923468,Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316
4141537,PERO T�,"Karol G, Quevedo",2,2023,2,23,387,11,93438910
7166872,Hype Boy,NewJeans,1,2022,8,1,892,17,363472647
7921549,Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382
1910640,Monoton�,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517
1413502,���98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272
2395685,WANDA,Quevedo,1,2023,1,20,888,22,175399345
6402604,Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468
4552573,In The End,Linkin Park,1,2000,10,24,25065,6,1624165576
2068804,Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498
3519068,Lovezinho,Treyce,1,2022,7,28,242,0,70069745
1912112,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408
6133453,Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962
3875589,Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576
8024591,Sem Alian��a no,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665
1519987,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149
2061546,Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230
7204092,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310
2767209,LA CANCI�,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549
6044216,Qu�� Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112
5911914,Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971
3347693,After Hours,The Weeknd,1,2020,2,19,8084,6,698086140
5080031,About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473
3746522,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974
5865058,���������������������,Fujii Kaze,1,2020,5,20,685,14,403097450
5031236,Besos Moja2,"Wisin & Yandel, ROSAL�",2,2022,9,29,2460,13,309483971
4942277,Maan Meri Jaan,King,1,2022,10,12,288,6,319566866
1459555,Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996
4162862,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512
5972088,Devil Don���,Morgan Wallen,1,2023,3,3,166,0,32526947
8704695,LLYLM,ROSAL�,1,2023,1,27,1838,0,124988687
2296238,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664
2023447,TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790
4492232,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721
2817956,Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624
7349725,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295
7526938,Shirt,SZA,1,2022,10,28,3469,0,309653982
4562499,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960
6204936,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354
5300224,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035
7304378,Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332
8292846,"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672
6363032,Calm Down,R��,1,2022,2,9,4013,10,445763624
6602768,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184
2432426,Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753
4765423,Space Song,Beach House,1,2015,1,1,17852,4,789753877
4978027,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833
5937798,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689
8756692,Mu��,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253
1239958,TV,Billie Eilish,1,2022,7,21,3009,2,338564981
1776310,I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953
5864281,Heather,Conan Gray,1,2020,3,20,6170,7,1301799902
1936946,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018
2143818,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891
8537557,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809
2122853,Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895
3827734,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270
6891911,Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973
4635311,After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885
4794318,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678
3378211,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763
1464404,MIDDLE OF THE NIGHT,Elley Duh�,1,2020,1,10,4057,8,872137015
1168222,Atlantis,Seafret,1,2015,4,22,3045,6,571386359
5526636,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786
6055373,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928
8803071,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823
8689972,Blind,SZA,1,2022,12,9,1484,0,163284000
3301347,Die For You,Joji,1,2022,11,4,1703,0,246390068
2865125,Doja,Central Cee,1,2022,7,20,4169,44,482257456
3469822,Gatita,Bellakath,1,2022,10,3,1054,0,168684524
7741272,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819
1718193,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622
3365981,Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497
6643902,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680
1832626,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327
1534505,Dream On,Aerosmith,1,1973,1,5,168,0,838586769
6640464,Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237
6416915,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632
1221828,WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580
1203746,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105
2009624,KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833
7477767,Evergreen (You Didn���t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678
6775509,Good Days,SZA,1,2020,12,24,10426,2,826623384
5415405,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301
5346382,Woman,Doja Cat,1,2021,6,25,9424,0,1329090101
7662363,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132
8399372,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599
3146245,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203
3163708,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607
2475712,Agudo M��gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517
1967014,Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469
4490744,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435
7224008,Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109
8576945,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520
6372609,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563
7546342,It's Beginning To Look A Lot Like Christmas,Michael Bubl�,1,2011,10,14,12353,0,807561936
1236328,Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063
5350503,It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097
4277985,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129
2886961,Snowman,Sia,1,2017,1,1,5140,0,690104769
4278371,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717
4069645,Feliz Navidad,Jos�� Felic,1,1970,11,1,3788,0,520034544
4319986,Holly Jolly Christmas,Michael Bubl�,1,2011,10,14,7655,0,476244795
5666047,Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063
6900582,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135
6791135,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329
4989276,Love Language,SZA,1,2022,12,9,1127,0,110849052
2148200,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795
3439901,Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786
4002890,A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396
3087104,The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964
8476304,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487
3891081,Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415
5179092,Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250
4611820,Special,SZA,1,2022,12,9,906,0,88092256
4738813,Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786
8753775,Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298
7780139,SOS,SZA,1,2022,12,9,827,0,73981293
7122267,Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938
6909746,White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396
6593931,Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768
3867590,Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149
2070479,Gone Girl,SZA,1,2022,12,9,892,0,65362788
4991676,F2F,SZA,1,2022,12,9,989,0,67540165
2628329,Notice Me,SZA,1,2022,12,9,819,0,62019074
7387090,Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538
1291434,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468
7699876,My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938
3461405,Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549
3305057,Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421
3782910,I Hate U,SZA,1,2021,12,3,4094,0,356709897
8283550,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992
8173823,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854
8167749,Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715
7103818,Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458
2587921,Conceited,SZA,1,2022,12,9,899,0,56870689
5282587,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194
2284105,Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339
8164697,Tubar��o Te,"Dj LK da Esc��cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341
1218742,Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708
4662762,Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647
2616615,You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478
6879361,Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935
2678616,Too Late,SZA,1,2022,12,8,714,0,49262961
3341212,Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082
8597238,Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949
3092002,Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459
5602322,Far,SZA,1,2022,12,9,680,0,51641685
6143073,On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948
2468227,GAT��,"Maldy, Karol G",2,2022,8,25,3328,13,322336177
6389379,���abcdefu,Gayle,1,2021,8,13,7215,0,1007612429
7726159,Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833
4491971,Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368
5380546,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590
7853001,Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802
6984128,Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936
7235348,We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968
4365318,Pepas,Farruko,1,2021,6,24,14114,17,1309887447
4501584,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316
6131592,Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579
8186517,Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992
5426643,Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871
1119309,Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803
6554843,good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593
6145430,"Here We Go��� Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848
6386843,Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984
8360758,Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011
7432867,I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026
8480431,Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408
7748090,MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0,1735441776
2468710,love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2,726837877
7175350,Dawn FM,The Weeknd,1,2022,1,7,811,0,53933526
4923571,Surface Pressure,Jessica Darrow,1,2021,11,19,1756,0,267758538
2717112,Starry Eyes,The Weeknd,1,2022,1,7,1014,0,74601456
2636311,THATS WHAT I WANT,Lil Nas X,1,2021,9,17,7963,0,920797189
7068825,One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276
2052397,Beggin,M��ne,1,2017,12,8,8559,0,1367810478
8672552,Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2,578207856
8990379,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072
2320654,MONEY,Lisa,1,2021,9,10,2566,13,863625566
1001428,The Motto,"Ti��sto, Ava",2,2021,11,4,9151,6,656013912
5737293,Happier Than Ever,Billie Eilish,1,2021,7,30,8476,0,1056760045
7368008,Moth To A Flame (with The Weeknd),"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237
1198357,traitor,"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859
1266830,Toxic,BoyWithUke,1,2021,9,10,1795,0,582981380
5750956,drivers license,Olivia Rodrigo,1,2021,1,8,12685,3,1858144199
2503884,Malvad��,"Xam��, Gustah, Neo B",3,2021,11,30,648,1,240684449
6719600,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,1,2021,11,12,4635,5,583687007
2038144,Don���t Break My,The Weeknd,1,2022,1,7,1184,0,63803529
2820520,Oh My God,Adele,1,2021,11,19,4431,0,466214729
8941056,Entre Nosotros (Remix) [con Nicki Nicole],"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480
3355993,A Tale By Quincy,The Weeknd,1,2022,1,7,733,0,41924466
5311211,I AM WOMAN,Emmy Meli,1,2021,11,18,2795,0,225259194
6759871,Medallo,"Justin Quiles, Lenny Tav��rez, BL",3,2021,10,27,2780,2,393230256
4923214,It'll Be Okay,Shawn Mendes,1,2021,12,1,1950,0,287201015
1471634,Softcore,The Neighbourhood,1,2018,3,9,3947,12,599770206
2106751,Super Gremlin,Kodak Black,1,2021,10,30,2551,0,342779426
5111873,Volv�,"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126
6721865,Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8,1168642797
8725160,Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717
4439384,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148
2079388,Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203
1297061,Every Angel is Terrifying,The Weeknd,1,2022,1,7,715,0,37307967
4421880,Tacones Rojos,Sebastian Yatra,1,2021,10,22,3047,9,510876816
3252166,Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661
3574464,Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713
3885692,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487
5810373,L���,Stromae,1,2022,1,9,2035,0,108809090
6352056,Nost��l,"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353
4727736,Better Days (NEIKED x Mae Muller x Polo G),"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617
8056641,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661
6575753,Sad Girlz Luv Money Remix (feat. Kali Uchis),"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229
8452012,Butter,BTS,1,2021,5,21,4779,6,1143647827
1582892,pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144
4967426,You Right,"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250
1289598,deja vu,Olivia Rodrigo,1,2021,4,1,7545,4,1256880657
3745752,Dynamite,BTS,1,2020,8,21,8528,5,1692897992
8333879,TO THE MOON,Jnr Choi,1,2021,11,5,2979,0,245095641
6002262,Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357
5334385,Salimo de Noche,"Trueno, Tiago pzk",2,2021,10,21,1057,0,261414174
2011518,Volando - Remix,"Sech, Bad Bunny, Mora",3,2021,7,8,3272,19,610045621
7345306,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0,1115880852
4666772,Knife Talk (with 21 Savage ft. Project Pat),"Drake, Project Pat, 21 Savage",3,2021,9,3,5199,0,594482982
1828042,Don't Be Shy,"Ti��sto, Kar",2,2021,8,1,6026,0,566954746
4061483,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1,1970,1,1,2877,0,BPM110KeyAModeMajorDanceability53Valence75Energy69Acousticness7Instrumentalness0Liveness17Speechiness3
3329363,LA FAMA (with The Weeknd),"The Weeknd, ROSAL�",2,2021,11,11,4640,3,374706940
3559931,The Family Madrigal,"Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,1150,0,184937148
7332091,Phantom Regret by Jim,The Weeknd,1,2022,1,7,768,0,31959571
7423770,Dos Oruguitas,Sebastian Yatra,1,2021,11,19,925,0,167076418
7435337,Freaks,Surf Curse,1,2015,5,10,3006,3,824420218
2439081,Acapulco,Jason Derulo,1,2021,9,1,3098,0,363467642
2634614,Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4,1127468248
4464368,thought i was playing,"21 Savage, Gunna",2,2022,1,7,807,0,60680939
1640645,ELEVEN,IVE,1,2021,12,1,521,1,247737946
1839223,Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0,1699402402
3657141,What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",2,2021,11,19,802,0,154797871
2726514,DANCE CRIP,Trueno,1,2021,11,17,731,0,198883004
8715137,Miserable Man,David Kushner,1,2022,1,7,788,0,124407432
7403072,happier,Olivia Rodrigo,1,2021,5,21,3069,4,850608354
2542321,Praise God,Kanye West,1,2021,8,29,4651,0,376333030
5085460,Get Into It (Yuh),Doja Cat,1,2021,6,25,4999,0,516784627
6163158,Before You Go,Lewis Capaldi,1,2019,11,1,8327,24,1608045237
3023667,Sky,Playboi Carti,1,2020,12,25,3297,3,506778838
2237089,Rolling in the Deep,Adele,1,2010,11,29,35684,6,1472799873
3386819,Sobrio,Maluma,1,2021,7,8,3506,10,513643924
5930788,Peru,"Ed Sheeran, Fireboy DML",2,2021,12,23,2999,0,261286503
8096695,favorite crime,Olivia Rodrigo,1,2021,5,21,3681,0,783706581
3393833,Thunder,"Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,4846,10,422691058
3557036,The Business,Ti��,1,2020,1,1,14311,0,1062345656
7298366,positions,Ariana Grande,1,2020,10,23,8207,0,1252563873
5624903,I WANNA BE YOUR SLAVE,M��ne,1,2021,3,19,4873,0,851070493
4169887,Vai L�� Em Casa,"Mar��lia Mendon��a, George Henrique &",2,2021,10,22,772,0,263894529
8744804,The Feels,TWICE,1,2021,10,1,1150,0,345903614
6261319,HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4,951637566
3612400,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266
1513475,OUT OUT (feat. Charli XCX & Saweetie),"Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,6890,0,427486004
3872585,Pope Is a Rockstar,SALES,1,2016,4,20,1966,0,156658366
2835063,2055,Sleepy hallow,1,2021,4,14,2226,0,624515457
4131863,Bored,Billie Eilish,1,2017,3,30,4204,0,777765388
4782067,Happier Than Ever - Edit,Billie Eilish,1,2021,7,28,1959,0,412795151
6047703,Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0,1138474110
4102590,Ley Seca,"Anuel Aa, Jhay Cortez",2,2021,9,2,2012,0,355219175
2643038,Every Summertime,NIKI,1,2021,8,10,1211,2,290228626
5046895,Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628
2602763,you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974
7456153,The Nights,Avicii,1,2014,1,1,17354,8,1456081449
4586215,Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334
