track_id,track_name,artist_s__name,artist_count,release_date,in_spotify_playlists,in_spotify_charts,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts_moda,total_playlists,streams_int,bpm,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__,mode,quartiles_streams,streams_classification,bpm_classification,danceability_classification,valence_classification,energy_classification,acousticness_classification,instrumentalness_classification,liveness_classification,speechiness_classification,spotify_playlists_classification,spotify_charts_classification,apple_playlists_classification,apple_charts_classification,deezer_playlists_classification,deezer_charts_classification,shazam_charts_classification,total_playlists_classification
1729982,LOVER,TAYLOR SWIFT,1,01/01/2012,8448,23,160,110,163,0,5,8774,882831184,206,43,50,55,50,0,15,10,Major,4,Alto,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Alto,Baixo,Baixo,Baixo,Alto
6163158,BEFORE YOU GO,LEWIS CAPALDI,1,01/11/2019,8327,24,205,130,625,0,25,9577,1608045237,112,45,19,60,63,0,9,6,Major,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Baixo,Baixo,Alto
2685773,CARDIGAN,TAYLOR SWIFT,1,24/07/2020,7923,29,106,112,142,4,215,8207,812019557,130,61,53,58,55,0,27,4,Minor,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Alto,Alto,Alto,Alto,Baixo,Alto,Alto,Alto
8897005,PINK + WHITE,FRANK OCEAN,1,20/08/2016,21574,30,112,68,266,1,39,22106,806397070,160,54,54,55,67,0,42,11,Major,4,Alto,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Alto,Alto
7256696,TAKE ME TO CHURCH,HOZIER,1,13/09/2013,23804,31,187,99,4623,1,0,33050,2135158446,129,57,41,66,63,0,12,5,Minor,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Baixo,Baixo,Alto
6966778,PROVENZA,KAROL G,1,21/04/2022,6587,34,114,104,147,11,20,6881,885093467,111,87,53,52,66,1,11,5,Major,4,Alto,Baixo,Alto,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto,Alto,Alto,Baixo,Alto,Baixo,Alto
1630789,THE NIGHT WE MET,LORD HURON,1,02/02/2015,18515,35,70,82,939,1,162,20393,1410088830,174,45,10,37,97,25,64,4,Major,4,Alto,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo,Alto,Alto
3183051,GOLDEN HOUR,JVKE,1,15/07/2022,4511,36,70,58,109,18,230,4729,751134527,94,51,14,59,65,18,25,3,Minor,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Baixo
3894522,LA BACHATA,MANUEL TURIZO,1,26/05/2022,6804,45,139,111,161,15,210,7126,1214083358,125,84,85,68,58,0,22,4,Minor,4,Alto,Baixo,Alto,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Alto,Baixo,Alto,Alto,Alto
8408827,SOMEONE YOU LOVED,LEWIS CAPALDI,1,08/11/2018,17836,53,440,125,1800,0,0,21436,2887241814,110,50,45,41,75,0,11,3,Major,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Baixo,Baixo,Alto
8502696,RIPTIDE,VANCE JOY,1,01/01/1975,31123,55,300,65,1003,1,0,33129,2009094673,102,48,50,73,43,0,15,4,Major,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Baixo,Alto,Baixo,Baixo,Alto
8788368,HEAT WAVES,GLASS ANIMALS,1,28/06/2020,22543,63,386,144,707,28,0,23957,2557975762,81,76,53,53,44,0,9,9,Major,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Alto,Baixo,Alto
2391919,ANOTHER LOVE,TOM ODELL,1,15/10/2012,18371,83,250,122,3394,19,0,25159,1813673666,123,45,13,54,70,0,9,4,Minor,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Alto,Baixo,Alto
3780370,SOMEBODY THAT I USED TO KNOW,"GOTYE, KIMBRA",2,01/01/2011,42798,0,217,136,6508,1,0,55814,1457139296,129,86,75,52,54,0,10,4,Major,4,Alto,Baixo,Alto,Alto,Baixo,Alto,Alto,Baixo,Baixo,Alto,Baixo,Alto,Alto,Alto,Baixo,Baixo,Alto
1198357,TRAITOR,"JUAN CRUZ TOLEDO, HUILEN TOLEDO",2,21/05/2021,5257,6,85,43,134,0,0,5525,1230855859,176,29,12,33,68,0,12,5,Major,4,Alto,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6990936,CALLAITA,"BAD BUNNY, TAINY",2,31/05/2019,9539,15,162,116,355,7,0,10249,1304313953,176,61,24,62,60,0,24,31,Major,4,Alto,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Alto,Baixo,Alto,Alto,Alto,Alto,Baixo,Alto
4826716,LOVELY - BONUS TRACK,"BILLIE EILISH, KHALID",2,11/08/2017,15032,30,221,96,1078,2,136,17188,2355719893,115,35,12,30,93,0,10,3,Minor,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Alto,Alto,Alto
6416915,WHERE ARE YOU NOW,"LOST FREQUENCIES, CALUM SCOTT",2,30/07/2021,10565,44,238,122,557,17,58,11679,972509632,121,67,26,64,52,0,17,10,Minor,4,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Alto,Alto,Alto
1892693,ELLA BAILA SOLA,"ESLABON ARMADO, PESO PLUMA",2,16/03/2023,3090,50,34,222,43,13,418,3176,725980112,148,67,83,76,48,0,8,3,Minor,4,Alto,Alto,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Alto,Alto,Baixo
3827571,SUNFLOWER - SPIDER-MAN: INTO THE SPIDER-VERSE,"POST MALONE, SWAE LEE",2,09/10/2018,24094,78,372,117,843,4,69,25780,2808096550,90,76,91,50,54,0,7,5,Major,4,Alto,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Alto,Alto,Alto,Alto,Alto
2577311,LEFT AND RIGHT (FEAT. JUNG KOOK OF BTS),"CHARLIE PUTH, BTS, JUNG KOOK",3,24/06/2022,3107,39,38,0,4,0,0,3115,720434240,101,88,72,59,62,0,9,3,Major,4,Alto,Baixo,Alto,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
4845139,BORN SINGER,BTS,1,10/06/2022,279,0,0,18,6,0,0,291,79095270,158,60,68,84,4,0,24,11,Minor,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
8033263,SLOMO,CHANEL,1,24/12/2021,1211,0,31,0,19,0,2,1249,65719930,105,73,59,81,13,0,9,6,Minor,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3108815,BACKOUTSIDEBOYZ,DRAKE,1,04/11/2022,1045,0,8,5,2,0,0,1049,93367537,142,85,40,43,4,0,39,32,Minor,1,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6895326,CURTAINS,ED SHEERAN,1,05/05/2023,715,0,37,3,27,0,50,769,39893489,176,50,44,76,10,0,32,5,Minor,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
7822780,BLESSED-CURSED,ENHYPEN,1,10/01/2022,246,0,2,12,10,0,0,266,77337771,127,60,40,89,9,0,60,6,Minor,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
7512111,LADY MI AMOR,FEID,1,13/09/2022,330,0,3,0,2,0,0,334,53987404,93,78,75,62,6,0,15,6,Major,1,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3434265,WORST DAY,FUTURE,1,11/02/2022,910,0,20,3,24,0,0,958,50746620,89,65,60,60,11,0,10,40,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2230668,SO GOOD,HALSEY,1,09/06/2022,1057,0,51,14,19,0,0,1095,91781263,83,63,29,62,4,0,18,4,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
5975489,ZOOM,JESSI,1,13/04/2022,608,0,5,29,14,0,0,636,136996305,100,87,46,60,1,0,13,16,Major,1,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
7036044,STEFANIA (KALUSH ORCHESTRA),KALUSH,1,10/03/2022,555,0,10,4,4,0,0,563,53729194,105,83,32,82,14,0,12,4,Major,1,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6509365,THE HEART PART 5,KENDRICK LAMAR,1,08/05/2022,2939,0,29,0,30,0,0,2999,71423324,98,76,79,81,18,0,6,34,Minor,1,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
5087776,MIRROR,KENDRICK LAMAR,1,13/05/2022,1929,0,2,0,4,0,0,1937,53603447,92,66,29,65,23,0,8,7,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
4703367,"I'M TIRED - FROM ""EUPHORIA"" AN ORIGINAL HBO SERIES",LABRINTH,1,04/02/2022,1888,0,26,1,58,0,0,2004,121913181,71,28,26,20,19,0,30,3,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3476652,CALIFORNIA BREEZE,LIL BABY,1,14/10/2022,991,0,36,38,13,0,3,1017,85559365,162,74,22,67,0,0,11,46,Minor,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
7434389,RIGHT ON,LIL BABY,1,08/04/2022,1116,0,31,9,15,0,1,1146,101780047,166,70,22,61,2,0,10,34,Major,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
1532170,POLAND,LIL YACHTY,1,23/06/2022,1584,0,38,0,24,0,0,1632,115331792,150,70,26,56,14,83,11,5,Minor,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
5763974,VOID,MELANIE MARTINEZ,1,29/03/2023,596,0,29,9,12,0,52,620,67070410,100,72,42,66,18,4,19,4,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
3546129,EVERYTHING I LOVE,MORGAN WALLEN,1,31/01/2023,579,0,11,54,0,0,103,579,95623148,104,56,72,85,0,0,15,3,Major,1,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
3746522,BORN WITH A BEER IN MY HAND,MORGAN WALLEN,1,03/03/2023,203,0,5,9,0,0,0,203,34450974,148,53,61,81,5,0,36,4,Major,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
5972088,DEVIL DON,MORGAN WALLEN,1,03/03/2023,166,0,2,10,0,0,0,166,32526947,125,53,32,66,38,0,9,3,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
1413502,98 BRAVES,MORGAN WALLEN,1,03/03/2023,282,0,6,15,0,0,0,282,56533272,142,49,48,67,10,0,26,3,Major,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2841488,I WROTE THE BOOK,MORGAN WALLEN,1,31/01/2023,430,0,15,17,0,0,0,430,83021468,144,68,83,81,9,0,8,4,Major,1,Baixo,Alto,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6191375,DIE FIRST,NESSA BARRETT,1,24/06/2022,767,0,25,0,22,0,0,811,131746175,183,44,44,67,7,0,12,13,Minor,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3143453,HAPPY,NF,1,25/03/2023,660,0,22,7,11,0,78,682,52722996,106,73,22,86,31,0,12,4,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
2853933,RED RUBY DA SLEEZE,NICKI MINAJ,1,03/03/2023,1168,0,45,11,20,0,21,1208,81419389,98,70,29,73,12,0,11,26,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2166249,O.O,NMIXX,1,22/02/2022,290,0,9,66,10,0,0,310,135444283,200,39,28,77,4,0,6,29,Minor,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
4557678,CHANCE,PAULO LONDRA,1,06/04/2022,225,0,11,0,7,0,0,239,89566512,138,72,22,46,24,0,9,6,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
8704695,LLYLM,ROSAL,1,27/01/2023,1838,0,105,41,114,1,59,2066,124988687,170,56,56,63,13,0,19,27,Minor,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Baixo
1230186,SPACE MAN,SAM RYDER,1,22/02/2022,1329,0,42,51,32,0,0,1393,54682594,80,47,33,83,18,0,10,5,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
5922471,THE RUMBLING (TV SIZE),SIM,1,10/01/2022,254,0,0,4,23,0,0,300,71014967,145,41,65,88,0,0,26,5,Major,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
8171348,"COME BACK HOME - FROM ""PURPLE HEARTS""",SOFIA CARSON,1,12/07/2022,367,0,28,67,195,0,0,757,97610446,145,56,43,53,24,0,12,4,Major,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo
5810373,L,STROMAE,1,09/01/2022,2035,0,41,122,394,0,2,2823,108809090,88,56,58,55,35,0,23,11,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo
4991676,F2F,SZA,1,09/12/2022,989,0,5,9,1,0,0,991,67540165,90,53,47,74,9,0,34,4,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2628329,NOTICE ME,SZA,1,09/12/2022,819,0,14,22,0,0,0,819,62019074,160,72,78,68,28,0,11,12,Major,1,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
7103818,SMOKING ON MY EX PACK,SZA,1,09/12/2022,811,0,6,11,3,0,0,817,57144458,81,47,33,68,24,0,22,38,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2587921,CONCEITED,SZA,1,09/12/2022,899,0,2,14,2,0,0,903,56870689,150,79,77,46,5,0,11,7,Major,1,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2101565,HITS DIFFERENT,TAYLOR SWIFT,1,26/05/2023,547,0,15,15,6,0,0,559,68616963,106,67,24,78,15,0,30,4,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6107475,THIS LOVE (TAYLORS VE,TAYLOR SWIFT,1,06/05/2022,1492,0,26,2,15,0,2,1522,132171975,144,47,7,50,32,0,7,4,Major,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6131592,GASOLINE,THE WEEKND,1,07/01/2022,2297,0,11,29,14,0,0,2325,116903579,123,74,35,73,0,0,21,5,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2038144,DONT BREAK MY,THE WEEKND,1,07/01/2022,1184,0,1,5,6,0,0,1196,63803529,122,77,25,62,34,0,23,3,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
1297061,EVERY ANGEL IS TERRIFYING,THE WEEKND,1,07/01/2022,715,0,0,1,2,0,0,719,37307967,118,44,52,94,11,0,4,29,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
4501584,HOW DO I MAKE YOU LOVE ME?,THE WEEKND,1,07/01/2022,1915,0,7,47,15,0,0,1945,119238316,121,80,62,51,2,0,9,8,Minor,1,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
1119309,TAKE MY BREATH,THE WEEKND,1,06/08/2021,2597,0,17,80,38,0,0,2673,130655803,121,70,35,77,1,0,26,4,Minor,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
8537557,SUGAR RUSH RIDE,TOMORROW X TOGETHER,1,27/01/2023,359,0,12,56,13,0,13,385,107642809,125,71,83,89,1,0,17,9,Minor,1,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3519068,LOVEZINHO,TREYCE,1,28/07/2022,242,0,12,2,13,0,4,268,70069745,128,82,61,59,30,0,12,4,Minor,1,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6728037,ALONE,BURNA BOY,1,04/11/2022,782,2,27,18,32,1,0,846,96007391,90,61,32,67,15,0,11,5,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3305057,WILD FLOWER (WITH YOUJEEN),RM,1,02/12/2022,353,2,2,74,14,0,2,381,135611421,155,49,42,77,3,0,12,9,Major,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
6161550,CUPID  TWIN VER. (FIFTY FIFTY)  SPE,SPED UP 8282,1,01/01/1997,472,2,0,0,6,0,0,484,103762518,144,74,75,73,42,0,9,4,Major,1,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
1828295,FIM DE SEMANA NO RIO,TETO,1,30/03/2022,315,2,27,2,31,0,0,377,139193812,119,87,28,50,12,0,10,10,Minor,1,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3853127,AINT THA,MORGAN WALLEN,1,03/03/2023,356,4,4,20,0,0,0,356,88791109,121,64,67,80,0,0,36,3,Minor,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
4389214,KOMANG,RAIM LAODE,1,16/08/2022,158,4,5,6,1,1,18,160,137123880,134,70,35,41,41,0,10,3,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
8209238,MI BELLO ANGEL,NATANAEL CANO,1,30/06/2023,86,8,7,76,3,1,93,92,31873544,128,81,90,77,1,0,9,5,Minor,1,Baixo,Baixo,Alto,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
6293464,CHEQUES,SHUBH,1,19/05/2023,67,8,7,10,0,0,57,67,47956378,90,74,36,63,26,0,27,5,Minor,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
7989475,REMIX EXCLUSIVO,FEID,1,17/03/2023,1235,9,20,8,15,0,6,1265,117206995,87,65,71,56,4,0,15,20,Minor,1,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
3054476,BETTER THAN REVENGE (TAYLOR'S VERSION),TAYLOR SWIFT,1,07/07/2023,86,11,3,33,3,0,1,92,30343206,146,50,67,89,0,0,19,8,Minor,1,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
1442233,HAEGEUM,AGUST D,1,21/04/2023,244,12,6,84,10,2,9,264,118810253,85,70,83,84,31,0,47,30,Major,1,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
4502825,SUPER,SEVENTEEN,1,24/04/2023,271,12,16,103,9,0,55,289,91221625,137,77,35,88,16,0,17,9,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo
7517093,I AM,IVE,1,10/04/2023,366,15,16,102,7,0,55,380,123132751,122,68,38,88,1,0,8,5,Minor,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo
8943060,MINE (TAYLOR'S VERSION),TAYLOR SWIFT,1,07/07/2023,99,15,21,52,6,1,0,111,36912123,121,65,49,78,0,0,17,4,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
2023447,TRUSTFALL,P!NK,1,27/01/2023,2098,16,88,24,101,7,451,2300,134255790,122,64,25,89,0,0,15,9,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Alto,Baixo,Baixo,Alto,Alto,Baixo
6063105,BACK TO DECEMBER (TAYLOR'S VERSION),TAYLOR SWIFT,1,07/07/2023,139,17,16,72,5,0,8,149,39228929,142,50,20,64,1,0,12,3,Major,1,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo
1274739,S-CLASS,STRAY KIDS,1,02/06/2023,290,19,9,101,5,0,73,300,65496046,105,89,67,78,9,0,7,33,Minor,1,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Alto,Baixo
4847849,CORAZN VA,MARIA BECERRA,1,22/06/2023,370,20,12,16,18,4,93,406,43857627,98,68,40,79,33,0,30,6,Major,1,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Alto,Alto,Baixo
6801500,ENCHANTED (TAYLOR'S VERSION),TAYLOR SWIFT,1,07/07/2023,148,24,32,93,8,2,5,164,39578178,82,51,22,53,1,0,15,3,Major,1,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Alto,Baixo,Alto,Baixo,Baixo
4148996,WHAT IT IS (SOLO VERSION),DOECHII,1,17/03/2023,804,25,29,76,24,0,162,852,95131998,172,74,76,76,6,0,10,9,Minor,1,Baixo,Alto,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Baixo,Baixo,Alto,Baixo,Baixo,Baixo,Baixo,Alto,Baixo
