corr_spotify_apple_charts,corr_spotify_deezer_charts,corr_spotify_shazam,corr_streams_playlists,corr_streams_bpm,corr_streams_danceability,corr_streams_valence,corr_streams_energy,corr_streams_acousticness,corr_streams_instrumentalness,corr_streams_liveness,corr_streams_total_musics
"0,5514277684","0,5999860553","0,5718382976","0,7711989817","-0,00230610467","-0,1055557718","-0,04084334972","-0,02607719892","-0,004701274453","-0,04411944418","-0,04995471886","0,7783683849"
